tip	date	distance	residual
OP432301_human_CHN_2022_NA_HAstV-4-QD-L-22019_NA_serotype_4	2022.0	0.07427304524163661	-0.0031292414853596184
OP432300_human_CHN_2022_NA_HAstV-4-QD-S-22022_NA_serotype_4	2022.0	0.07873914444163661	0.0013368577146403854
OP432297_human_CHN_2022_NA_HAstV-4-QD-L-22001_NA_serotype_4	2022.0	0.0794720370416366	0.0020697503146403784
OP432294_human_CHN_2022_NA_HAstV-4-QD-L-22040_NA_serotype_4	2022.0	0.07500666644163662	-0.002395620285359612
OP432298_human_CHN_2022_NA_HAstV-4-QD-S-22015_NA_serotype_4	2022.0	0.07500210274163661	-0.0024001839853596135
OP432299_human_CHN_2021_NA_HAstV-4-RC-21045_NA_serotype_4	2021.0	0.07654373144163662	-5.519451830574562E-4
OP432293_human_CHN_2021_NA_HAstV-4-RC-21027_NA_serotype_4	2021.0	0.07581447174163661	-0.0012812048830574685
OP432296_human_CHN_2021_NA_HAstV-4-RC-21047_NA_serotype_4	2021.0	0.07327946575836337	-0.003816210866330702
DQ070852_NA_BRA_1995_NA_Goiania-GO-12-95-Brazil_NA_serotype_4	1995.0	0.07934445485836339	0.010220640893525368
AY720891_NA_NA_2004_Dresden_NA_NA_serotype_4	2004.0	0.06547887485836337	-0.006404430027194125
MT906855_human_BRA_2014_Hu-BRA-TO-26-2014_BRA-TO-26_stool-sample_serotype_4	2014.0	0.09032128864163662	0.015371882733057604
MT906854_human_BRA_2015_Hu-BRA-TO-71-2015_BRA-TO-71_stool-sample_serotype_4	2015.0	0.08889704004163661	0.013641024030755441
MT906853_human_BRA_2014_Hu-BRA-TO-207-2014_BRA-TO-207_stool_serotype_4	2014.0	0.08586475744163662	0.010915351533057602
KF039912_NA_RUS_2005_NA_Rus-Nsc05-623_NA_serotype_4	2005.0	0.07117851874163661	-0.0010113962462230397
KF039913_NA_RUS_2010_NA_Rus-Nsc10-N358_NA_serotype_4	2010.0	0.05574258774163661	-0.017980377757733798
DQ344027_NA_CHN_2005_NA_Guangzhou_NA_serotype_4	2005.0	0.05900384194163661	-0.013186073046223039
OR371570_human_CHN_2022_HAstV-4-Fuzhou-2022-10_NA_feces_serotype_4	2022.0	0.08149295164163661	0.004090664914640385
ON571598_human_CHN_2021_NA_2021-Fuzhou-37_feces_serotype_4	2021.0	0.0734039426416366	-0.0036917339830574714
OP432295_human_CHN_2022_NA_HAstV-4-QD-F-22056_NA_serotype_4	2022.0	0.07560453234163661	-0.0017977543853596178
