tip	date	distance	residual
ON571598_human_CHN_2021_NA_2021-Fuzhou-37_feces_serotype_4	2021.0	0.43027349112625685	0.007593001968002333
OP432295_human_CHN_2022_NA_HAstV-4-QD-F-22056_NA_serotype_4	2022.0	0.4317997911262568	0.0074435877059678135
OR371570_human_CHN_2022_HAstV-4-Fuzhou-2022-10_NA_feces_serotype_4	2022.0	0.4319088963262568	0.007552692905967773
OR222910_human_CHN_2021_NA_SY2106_stool_serotype_5	2021.0	0.44213578702625683	0.01945529786800232
ON571595_human_CHN_2019_NA_2019-Fuzhou-289_feces_serotype_5	2019.0	0.4491537711262568	0.029824710492071305
MF684776_human_CHN_2013_NA_2013-Fuzhou-85_stool_serotype_5	2013.0	0.4390875222262568	0.029812747164277842
MN433706_human_USA_2014_Hu-US-2014-CA-RGDS-1073_NA_stool_serotype_5	2014.0	0.44062851102625683	0.029678021702243818
MT906859_human_BRA_2014_Hu-BRA-TO-32-2014_BRA-TO-32_stool-sample_serotype_5	2014.0	0.4421689932262568	0.031218503902243788
MT906857_human_BRA_2014_Hu-BRA-TO-40-2014_BRA-TO-40_stool_serotype_5	2014.0	0.4421689932262568	0.031218503902243788
MT906858_human_BRA_2014_Hu-BRA-TO-57-2014_BRA-TO-57_stool_serotype_5	2014.0	0.4421689932262568	0.031218503902243788
LC694997_human_JPN_2018_NA_HAstV1-181289-Tokyo-2018_NA_serotype_1	2018.0	0.4494552821262568	0.03180193575410578
LC694996_human_JPN_2018_NA_HAstV1-181290-Tokyo-2018_NA_serotype_1	2018.0	0.4494552821262568	0.03180193575410578
MW485040_human_KEN_2019_KLF-HAstV1-008-2019_NA_NA_serotype_1	2019.0	0.45038870842625683	0.03105964779207132
ON571594_human_CHN_2019_NA_2019-Fuzhou-26_feces_serotype_1	2019.0	0.4533300131262568	0.0340009524920713
KC342249_human_CHN_2012_NA_km1_stool-sample_serotype_1	2012.0	0.4491923158262568	0.04159325502631234
MN433705_human_USA_2014_Hu-US-2014-CA-RGDS-1072_NA_stool_serotype_2	2014.0	0.4509767709262568	0.04002628160224381
KF039912_NA_RUS_2005_NA_Rus-Nsc05-623_NA_serotype_4	2005.0	0.4354239091262568	0.039554848160553824
MT906855_human_BRA_2014_Hu-BRA-TO-26-2014_BRA-TO-26_stool-sample_serotype_4	2014.0	0.44913165952625683	0.03818117020224382
MT906854_human_BRA_2015_Hu-BRA-TO-71-2015_BRA-TO-71_stool-sample_serotype_4	2015.0	0.44913165952625683	0.03650545594020932
MT906853_human_BRA_2014_Hu-BRA-TO-207-2014_BRA-TO-207_stool_serotype_4	2014.0	0.4483727437262568	0.03742225440224378
KF039913_NA_RUS_2010_NA_Rus-Nsc10-N358_NA_serotype_4	2010.0	0.4369277839262568	0.03268015165038135
DQ344027_NA_CHN_2005_NA_Guangzhou_NA_serotype_4	2005.0	0.4394883485262568	0.04361928756055383
FJ755405_human_CHN_2007_Beijing-293-2007-CHN_NA_stool_serotype_1	2007.0	0.4155146211262568	0.016294131636484854
FJ755402_human_CHN_2005_Beijing-128-2005-CHN_NA_stool_serotype_1	2005.0	0.4241003733262568	0.028231312360553817
DQ028633_NA_BRA_1994_NA_Goiania-GO-12-94-Brazil_stool_serotype_5	1994.0	0.4343911847262568	0.05695498064293292
JF491430_human_RUS_2004_NA_Rus-Nsc04-H355_NA_serotype_3	2004.0	0.4247169876262568	0.030523640922588358
GU223905_human_RUS_2003_NA_Rus-Nsc03-H191_NA_serotype_3	2003.0	0.4247509809262568	0.03223334848462284
GU732187_human_RUS_2008_NA_Rus-Nsc08-3364_NA_serotype_3	2008.0	0.4290421704262568	0.02814596667445035
FJ755404_human_CHN_2007_Beijing-291-2007-CHN_NA_stool_serotype_1	2007.0	0.44285349352625686	0.0436330040364849
KF211475_human_CHN_2010_NA_JZ_NA_serotype_1	2010.0	0.4387459623262568	0.03449833005038133
AY720892_NA_NA_2004_Dresden_NA_NA_serotype_1	2004.0	0.4337237474262568	0.039530400722588344
FJ755403_human_CHN_2006_Beijing-176-2006-CHN_NA_stool_serotype_1	2006.0	0.4382734194262568	0.04072864419851935
JN887820_human_KOR_2006_lhar-2011-kor_NA_stool_serotype_1	2006.0	0.4338951002262568	0.03635032499851937
AY720891_NA_NA_2004_Dresden_NA_NA_serotype_4	2004.0	0.4189137606262568	0.024720413922588336
ON571597_human_CHN_2019_NA_2019-Pingtan-42_feces_serotype_1	2019.0	0.4111501024262568	-0.008178958207928688
LC694991_human_JPN_2021_NA_HAstV1-210764-Tokyo-2021_NA_serotype_1	2021.0	0.41579277112625684	-0.006887718031997669
LC694989_human_JPN_2021_NA_HAstV1-210956-Tokyo-2021_NA_serotype_1	2021.0	0.4196349704262568	-0.0030455187319977095
