tip	date	distance	residual
LC694997_human_JPN_2018_NA_HAstV1-181289-Tokyo-2018_NA_serotype_1	2018.0	0.06771725882571045	-0.004993541199910356
LC694996_human_JPN_2018_NA_HAstV1-181290-Tokyo-2018_NA_serotype_1	2018.0	0.06771725882571045	-0.004993541199910356
MW485040_human_KEN_2019_KLF-HAstV1-008-2019_NA_NA_serotype_1	2019.0	0.06620739862571044	-0.00614004359052224
OQ630461_human_GIN_2021_NA_SEN-21-286-S1_Stool-Sample-of-non-polio-AFP_serotype_1	2021.0	0.08965219122571046	0.018031464628253904
ON571597_human_CHN_2019_NA_2019-Pingtan-42_feces_serotype_1	2019.0	0.07018251077428954	-0.0021649314419431437
ON571596_human_CHN_2019_NA_2019-Fuzhou-306_feces_serotype_1	2019.0	0.06869994207428955	-0.0036475001419431358
LC694995_human_JPN_2020_NA_HAstV1-192642-Tokyo-2020_NA_serotype_1	2020.0	0.07167541037428954	-3.08674032555023E-4
LC694991_human_JPN_2021_NA_HAstV1-210764-Tokyo-2021_NA_serotype_1	2021.0	0.07166892367428954	4.819707683298424E-5
LC694989_human_JPN_2021_NA_HAstV1-210956-Tokyo-2021_NA_serotype_1	2021.0	0.07167462917428954	5.39025768329926E-5
LC694988_human_JPN_2021_NA_HAstV1-210963-Tokyo-2021_NA_serotype_1	2021.0	0.07018757437428955	-0.0014331522231670057
LC694994_human_JPN_2020_NA_HAstV1-193055-Tokyo-2020_NA_serotype_1	2020.0	0.07167308147428954	-3.11002932555024E-4
LC694993_human_JPN_2020_NA_HAstV1-193061-Tokyo-2020_NA_serotype_1	2020.0	0.07167308147428954	-3.11002932555024E-4
LC694986_human_JPN_2022_NA_HAstV1-211185-Tokyo-2022_NA_serotype_1	2022.0	0.07468800267428954	0.0034306338862211128
LC694990_human_JPN_2018_NA_HAstV1-181937-Tokyo-2018_NA_serotype_1	2018.0	0.07322791937428955	5.171193486687431E-4
LC694992_human_JPN_2021_NA_HAstV1-210628-Tokyo-2021_NA_serotype_1	2021.0	0.06869932977428954	-0.0029213968231670134
LC694987_human_JPN_2021_NA_HAstV1-210984-Tokyo-2021_NA_serotype_1	2021.0	0.07168677997428954	6.605337683299184E-5
MT832897_human_BRA_2015_MAstV-1-Hu-BRA-TO-161-2015_TO-161_feces_serotype_1	2015.0	0.07623887637428954	0.0024380029205044867
MT832894_human_BRA_2011_MAstV-1-Hu-BRA-TO-162-2011_TO-162_feces_serotype_1	2011.0	0.07623887637428954	9.84571682952115E-4
MT832893_human_BRA_2015_MAstV-1-Hu-BRA-TO-160-2015_TO-160_feces_serotype_1	2015.0	0.07623887637428954	0.0024380029205044867
MT832892_human_BRA_2015_MAstV-1-Hu-BRA-TO-98-2015_TO-98_feces_serotype_1	2015.0	0.07623887637428954	0.0024380029205044867
MT832895_human_BRA_2015_MAstV-1-Hu-BRA-TO-171-2015_TO-171_feces_serotype_1	2015.0	0.07623887637428954	0.0024380029205044867
MT832896_human_BRA_2015_MAstV-1-Hu-BRA-TO-208-2015_TO-208_feces_serotype_1	2015.0	0.07475322437428955	9.523509205044967E-4
HQ398856_human_HUN_2010_Hu-Nyergesujfalu-HUN4520-2010-HUN_NA_fecal-sample_serotype_1	2010.0	0.08098136127428954	0.005363698773564102
MN433704_human_USA_2013_Hu-US-2013-CA-RGDS-1071_NA_stool_serotype_1	2013.0	0.07023313857428955	-0.0042944504982716375
MN433703_human_USA_2013_Hu-US-2013-CA-RGDS-1070_NA_stool_serotype_1	2013.0	0.06875116077428954	-0.005776428298271644
FJ755405_human_CHN_2007_Beijing-293-2007-CHN_NA_stool_serotype_1	2007.0	0.08608721252571046	0.009379476596820771
FJ755402_human_CHN_2005_Beijing-128-2005-CHN_NA_stool_serotype_1	2005.0	0.07481247152571045	-0.002621980021955475
FJ755404_human_CHN_2007_Beijing-291-2007-CHN_NA_stool_serotype_1	2007.0	0.08857156422571046	0.01186382829682077
FJ755403_human_CHN_2006_Beijing-176-2006-CHN_NA_stool_serotype_1	2006.0	0.07811190252571044	0.0010408087874326372
JN887820_human_KOR_2006_lhar-2011-kor_NA_stool_serotype_1	2006.0	0.08216919612571046	0.005098102387432649
AY720892_NA_NA_2004_Dresden_NA_NA_serotype_1	2004.0	0.08121707992571045	0.0034192705686564018
KF211475_human_CHN_2010_NA_JZ_NA_serotype_1	2010.0	0.06992959932571044	-0.005688063175014996
NC030922_NA_IND_2004_NA_V1347_NA_serotype_1	2004.0	0.06029172122571044	-0.017506088131343606
ON571594_human_CHN_2019_NA_2019-Fuzhou-26_feces_serotype_1	2019.0	0.06939255822571044	-0.002954883990522239
KC342249_human_CHN_2012_NA_km1_stool-sample_serotype_1	2012.0	0.07095613692571046	-0.0039348099562388494
