tip	date	distance	residual
ON571598_human_CHN_2021_NA_2021-Fuzhou-37_feces_serotype_4	2021.0	0.3575602424	-0.018281002157149506
OR371570_human_CHN_2022_HAstV-4-Fuzhou-2022-10_NA_feces_serotype_4	2022.0	0.3575602424	-0.02038180468569578
OR222910_human_CHN_2021_NA_SY2106_stool_serotype_5	2021.0	0.3978155262	0.02197428164285048
MT906859_human_BRA_2014_Hu-BRA-TO-32-2014_BRA-TO-32_stool-sample_serotype_5	2014.0	0.400322872	0.03918724514267441
MT906857_human_BRA_2014_Hu-BRA-TO-40-2014_BRA-TO-40_stool_serotype_5	2014.0	0.400322872	0.03918724514267441
MT906858_human_BRA_2014_Hu-BRA-TO-57-2014_BRA-TO-57_stool_serotype_5	2014.0	0.400322872	0.03918724514267441
ON571595_human_CHN_2019_NA_2019-Fuzhou-289_feces_serotype_5	2019.0	0.41576981090000004	0.044130171399943074
MF684776_human_CHN_2013_NA_2013-Fuzhou-85_stool_serotype_5	2013.0	0.40028816110000004	0.041253336771221616
MN433706_human_USA_2014_Hu-US-2014-CA-RGDS-1073_NA_stool_serotype_5	2014.0	0.39802843530000004	0.03689280844267445
JQ403108_human_CHN_2010_NA_DL030_stool_serotype_5	2010.0	0.395627797	0.042895380256860405
FJ755403_human_CHN_2006_Beijing-176-2006-CHN_NA_stool_serotype_1	2006.0	0.410202616	0.06587340937104552
JN887820_human_KOR_2006_lhar-2011-kor_NA_stool_serotype_1	2006.0	0.4102350146	0.0659058079710455
KF211475_human_CHN_2010_NA_JZ_NA_serotype_1	2010.0	0.4182837092	0.06555129245686042
AY720892_NA_NA_2004_Dresden_NA_NA_serotype_1	2004.0	0.4002798507	0.06015224912813805
AY720891_NA_NA_2004_Dresden_NA_NA_serotype_4	2004.0	0.4174661933	0.07733859172813806
LC732124_human_JPN_2016_Human-JPN-2016-JP14989_Child-with-acute-gastroenteritis_feces_serotype_3	2016.0	0.3987242695	0.03338703758558187
LC732123_human_JPN_2016_Human-JPN-2016-JP14665_Child-with-acute-gastroenteritis_feces_serotype_3	2016.0	0.4141135742	0.048776342285581864
LC732122_human_JPN_2016_Human-JPN-2016-JP14641_Child-with-acute-gastroenteritis_feces_serotype_3	2016.0	0.4141135742	0.048776342285581864
LC694985_human_JPN_2019_NA_HAstV3-190610-Tokyo-2019_NA_serotype_3	2019.0	0.411431996	0.03979235649994306
MN444721_human_USA_2017_Hu-US-2017-CA-RGDS-1074_NA_stool_serotype_3	2017.0	0.4063530776	0.03891504315703559
MG571777_human_VEN_2015_NA_NA_stool_serotype_3	2015.0	0.40907766570000004	0.045841236314128175
DQ028633_NA_BRA_1994_NA_Goiania-GO-12-94-Brazil_stool_serotype_5	1994.0	0.4160162122	0.09689663591360081
DQ070852_NA_BRA_1995_NA_Goiania-GO-12-95-Brazil_NA_serotype_4	1995.0	0.3700117376	0.04879135878505453
ON571594_human_CHN_2019_NA_2019-Fuzhou-26_feces_serotype_1	2019.0	0.409371419	0.03773177949994305
LC694997_human_JPN_2018_NA_HAstV1-181289-Tokyo-2018_NA_serotype_1	2018.0	0.4332653572	0.06372652022848929
LC694996_human_JPN_2018_NA_HAstV1-181290-Tokyo-2018_NA_serotype_1	2018.0	0.4332653572	0.06372652022848929
MW485040_human_KEN_2019_KLF-HAstV1-008-2019_NA_NA_serotype_1	2019.0	0.4357600745	0.06412043499994302
MN433705_human_USA_2014_Hu-US-2014-CA-RGDS-1072_NA_stool_serotype_2	2014.0	0.4098147748	0.04867914794267442
MT906855_human_BRA_2014_Hu-BRA-TO-26-2014_BRA-TO-26_stool-sample_serotype_4	2014.0	0.4197632772	0.05862765034267442
MT906854_human_BRA_2015_Hu-BRA-TO-71-2015_BRA-TO-71_stool-sample_serotype_4	2015.0	0.4197632772	0.056526847814128145
MT906853_human_BRA_2014_Hu-BRA-TO-207-2014_BRA-TO-207_stool_serotype_4	2014.0	0.4172775592	0.056141932342674394
KF039912_NA_RUS_2005_NA_Rus-Nsc05-623_NA_serotype_4	2005.0	0.4046769636	0.06244855949959177
KC342249_human_CHN_2012_NA_km1_stool-sample_serotype_1	2012.0	0.5414410189000001	0.18450699709976792
NC030922_NA_IND_2004_NA_V1347_NA_serotype_1	2004.0	0.7324349820999999	0.39230738052813796
FJ755405_human_CHN_2007_Beijing-293-2007-CHN_NA_stool_serotype_1	2007.0	0.38220543690000003	0.035775427742499255
FJ755402_human_CHN_2005_Beijing-128-2005-CHN_NA_stool_serotype_1	2005.0	0.38574601070000003	0.04351760659959181
FJ755404_human_CHN_2007_Beijing-291-2007-CHN_NA_stool_serotype_1	2007.0	0.3910379017	0.04460789254249925
KP862744_human_KOR_2014_NA_kor85_human-stool_serotype_8	2014.0	0.3762832615	0.015147634642674435
KF039910_NA_RUS_2005_NA_Rus-Nsc05-430_NA_serotype_2	2005.0	0.3847139275	0.042485523399591774
ON571597_human_CHN_2019_NA_2019-Pingtan-42_feces_serotype_1	2019.0	0.3542434775	-0.017396162000056947
ON571596_human_CHN_2019_NA_2019-Fuzhou-306_feces_serotype_1	2019.0	0.3643631014	-0.007276538100056962
LC694986_human_JPN_2022_NA_HAstV1-211185-Tokyo-2022_NA_serotype_1	2022.0	0.3695407369	-0.008401310185695787
LC694995_human_JPN_2020_NA_HAstV1-192642-Tokyo-2020_NA_serotype_1	2020.0	0.3617803211	-0.011960120928603213
LC694991_human_JPN_2021_NA_HAstV1-210764-Tokyo-2021_NA_serotype_1	2021.0	0.3642528461	-0.011588398457149485
LC694989_human_JPN_2021_NA_HAstV1-210956-Tokyo-2021_NA_serotype_1	2021.0	0.364250736	-0.011590508557149493
LC694988_human_JPN_2021_NA_HAstV1-210963-Tokyo-2021_NA_serotype_1	2021.0	0.36178269020000003	-0.014058554357149478
LC694992_human_JPN_2021_NA_HAstV1-210628-Tokyo-2021_NA_serotype_1	2021.0	0.36929748710000004	-0.006543757457149468
LC694987_human_JPN_2021_NA_HAstV1-210984-Tokyo-2021_NA_serotype_1	2021.0	0.3668291172	-0.009012127357149513
