INFO     | 2025-03-13 14:40:09,436 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2025-03-13 14:40:09,438 | config     | Setting 'alignment' to 'serotype_1_2361-5147.phy'
INFO     | 2025-03-13 14:40:09,439 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2025-03-13 14:40:09,439 | parser     | You set 'models' to: all
INFO     | 2025-03-13 14:40:09,448 | model_load | This analysis will use the following 56 models of molecular evolution
INFO     | 2025-03-13 14:40:09,448 | model_load | JC, K80, TRNEF, K81, TVMEF, TIMEF, SYM, F81, HKY, TRN, K81UF, TVM, TIM, GTR, JC+G, K80+G, TRNEF+G, K81+G, TVMEF+G, TIMEF+G, SYM+G, F81+G, HKY+G, TRN+G, K81UF+G, TVM+G, TIM+G, GTR+G, JC+I, K80+I, TRNEF+I, K81+I, TVMEF+I, TIMEF+I, SYM+I, F81+I, HKY+I, TRN+I, K81UF+I, TVM+I, TIM+I, GTR+I, JC+I+G, K80+I+G, TRNEF+I+G, K81+I+G, TVMEF+I+G, TIMEF+I+G, SYM+I+G, F81+I+G, HKY+I+G, TRN+I+G, K81UF+I+G, TVM+I+G, TIM+I+G, GTR+I+G
INFO     | 2025-03-13 14:40:09,448 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2025-03-13 14:40:09,449 | config     | Setting 'search' to 'greedy'
INFO     | 2025-03-13 14:40:09,449 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2025-03-13 14:40:09,450 | config     | Looking for alignment file './serotype_1_2361-5147.phy'...
INFO     | 2025-03-13 14:40:09,450 | analysis   | Beginning Analysis
INFO     | 2025-03-13 14:40:09,457 | alignment  | Reading alignment file './serotype_1_2361-5147.phy'
INFO     | 2025-03-13 14:40:09,459 | analysis   | Starting tree will be estimated from the data.
INFO     | 2025-03-13 14:40:09,459 | raxml      | Estimating Maximum Likelihood tree with RAxML fast experimental tree search for ./analysis/start_tree/filtered_source.phy
INFO     | 2025-03-13 14:40:09,459 | raxml      | Using a separate GTR+G model for each data block
INFO     | 2025-03-13 14:40:09,602 | raxml      | Estimating GTR+G branch lengths on ML tree using all partitions
INFO     | 2025-03-13 14:40:09,716 | raxml      | ML topology estimation finished
INFO     | 2025-03-13 14:40:09,716 | analysis_m | Performing Greedy Analysis
INFO     | 2025-03-13 14:40:09,717 | analysis_m |    *** Analysing starting scheme ***
INFO     | 2025-03-13 14:40:16,423 | progress   |       Finished subset 1/3, 33.33 percent done
INFO     | 2025-03-13 14:40:18,179 | progress   |       Finished subset 2/3, 66.67 percent done
INFO     | 2025-03-13 14:40:20,249 | progress   |       Finished subset 3/3, 100.00 percent done
INFO     | 2025-03-13 14:40:20,249 | analysis_m |    ***Greedy algorithm step 1***
INFO     | 2025-03-13 14:40:20,250 | analysis_m |       Analysing 3 new subset pairs
INFO     | 2025-03-13 14:40:28,114 | progress   |       Finished subset 1/3, 33.33 percent done
INFO     | 2025-03-13 14:40:37,477 | progress   |       Finished subset 2/3, 66.67 percent done
INFO     | 2025-03-13 14:40:40,457 | progress   |       Finished subset 3/3, 100.00 percent done
INFO     | 2025-03-13 14:40:40,458 | analysis_m |       Finding the best partitioning scheme
INFO     | 2025-03-13 14:40:40,458 | analysis_m |       Found no schemes that improve the score, stopping
INFO     | 2025-03-13 14:40:40,458 | analysis_m |    Greedy algorithm finished after 1 steps
INFO     | 2025-03-13 14:40:40,459 | analysis_m |    Best scoring scheme is scheme start_scheme, with aicc score of 15192.121
INFO     | 2025-03-13 14:40:40,459 | model_util |    Information on best scheme is here: ./analysis/best_scheme.txt
INFO     | 2025-03-13 14:40:40,460 | model_util |    
INFO     | 2025-03-13 14:40:40,460 | model_util |    
INFO     | 2025-03-13 14:40:40,460 | model_util |    *Citations for this analysis*
INFO     | 2025-03-13 14:40:40,460 | model_util |    -----------------------------
INFO     | 2025-03-13 14:40:40,460 | model_util |    
INFO     | 2025-03-13 14:40:40,460 | model_util |    If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2025-03-13 14:40:40,460 | model_util |    
INFO     | 2025-03-13 14:40:40,460 | model_util |    For the version of PartitionFinder you used, please cite:
INFO     | 2025-03-13 14:40:40,460 | model_util |    Lanfear, R., Frandsen, P. B., Wright, A. M., Senfeld, T., Calcott, B. (2016) PartitionFinder 2: new methods for selecting partitioned models of evolution formolecular and morphological phylogenetic analyses. Molecular biology and evolution. DOI: dx.doi.org/10.1093/molbev/msw260
INFO     | 2025-03-13 14:40:40,460 | model_util |    
INFO     | 2025-03-13 14:40:40,461 | model_util |    For the greedy algorithm you used, please cite:
INFO     | 2025-03-13 14:40:40,461 | model_util |    Lanfear, R., Calcott, B., Ho, S. Y., & Guindon, S. (2012). PartitionFinder: combined selection of partitioning schemes and substitution models for phylogenetic analyses. Molecular biology and evolution, 29(6), 1695-1701.
INFO     | 2025-03-13 14:40:40,461 | model_util |    
INFO     | 2025-03-13 14:40:40,461 | model_util |    Your analysis also used PhyML, so please cite:
INFO     | 2025-03-13 14:40:40,461 | model_util |    Guindon, S., Dufayard, J. F., Lefort, V., Anisimova, M., Hordijk, W., & Gascuel, O. (2010). New algorithms and methods to estimate maximum-likelihood phylogenies: assessing the performance of PhyML 3.0. Systematic biology, 59(3), 307-321.
INFO     | 2025-03-13 14:40:40,461 | model_util |    
INFO     | 2025-03-13 14:40:40,462 | main       | Total processing time: 0:00:31 (h:m:s)
INFO     | 2025-03-13 14:40:40,462 | main       | Processing complete.
