tip	date	distance	residual
OP432295_human_CHN_2022_NA_HAstV-4-QD-F-22056_NA_serotype_4	2022.0	0.24249103861258456	0.03218137027847598
OR371570_human_CHN_2022_HAstV-4-Fuzhou-2022-10_NA_feces_serotype_4	2022.0	0.24249103861258456	0.03218137027847598
OR222910_human_CHN_2021_NA_SY2106_stool_serotype_5	2021.0	0.12293015981258454	-0.08915099373704888
ON571595_human_CHN_2019_NA_2019-Fuzhou-289_feces_serotype_5	2019.0	0.11772062041258455	-0.09790350356809899
MN433706_human_USA_2014_Hu-US-2014-CA-RGDS-1073_NA_stool_serotype_5	2014.0	0.11772062041258455	-0.1067609296457245
MT906857_human_BRA_2014_Hu-BRA-TO-40-2014_BRA-TO-40_stool_serotype_5	2014.0	0.11772062041258455	-0.1067609296457245
JQ403108_human_CHN_2010_NA_DL030_stool_serotype_5	2010.0	0.11772062041258455	-0.11384687050782474
MT906859_human_BRA_2014_Hu-BRA-TO-32-2014_BRA-TO-32_stool-sample_serotype_5	2014.0	0.11772062041258455	-0.1067609296457245
MT906858_human_BRA_2014_Hu-BRA-TO-57-2014_BRA-TO-57_stool_serotype_5	2014.0	0.11771844241258454	-0.10676310764572451
MF684776_human_CHN_2013_NA_2013-Fuzhou-85_stool_serotype_5	2013.0	0.12295698171258454	-0.10329605356124935
DQ028633_NA_BRA_1994_NA_Goiania-GO-12-94-Brazil_stool_serotype_5	1994.0	0.13453245381258455	-0.1253788005562257
ON571597_human_CHN_2019_NA_2019-Pingtan-42_feces_serotype_1	2019.0	0.18104964548741548	-0.03457447849326806
LC694988_human_JPN_2021_NA_HAstV1-210963-Tokyo-2021_NA_serotype_1	2021.0	0.18104964548741548	-0.03103150806221794
LC694993_human_JPN_2020_NA_HAstV1-193061-Tokyo-2020_NA_serotype_1	2020.0	0.18104964548741548	-0.03280299327774322
LC694994_human_JPN_2020_NA_HAstV1-193055-Tokyo-2020_NA_serotype_1	2020.0	0.18104964548741548	-0.03280299327774322
LC694986_human_JPN_2022_NA_HAstV1-211185-Tokyo-2022_NA_serotype_1	2022.0	0.18104964548741548	-0.0292600228466931
LC694989_human_JPN_2021_NA_HAstV1-210956-Tokyo-2021_NA_serotype_1	2021.0	0.18104964548741548	-0.03103150806221794
LC694987_human_JPN_2021_NA_HAstV1-210984-Tokyo-2021_NA_serotype_1	2021.0	0.18104964548741548	-0.03103150806221794
LC694995_human_JPN_2020_NA_HAstV1-192642-Tokyo-2020_NA_serotype_1	2020.0	0.18104964548741548	-0.03280299327774322
LC694991_human_JPN_2021_NA_HAstV1-210764-Tokyo-2021_NA_serotype_1	2021.0	0.18104964548741548	-0.03103150806221794
LC694990_human_JPN_2018_NA_HAstV1-181937-Tokyo-2018_NA_serotype_1	2018.0	0.18104964548741548	-0.03634596370879334
ON571596_human_CHN_2019_NA_2019-Fuzhou-306_feces_serotype_1	2019.0	0.18105182348741547	-0.034572300493268066
OP432296_human_CHN_2021_NA_HAstV-4-RC-21047_NA_serotype_4	2021.0	0.18635804368741546	-0.025723109862217958
LC694992_human_JPN_2021_NA_HAstV1-210628-Tokyo-2021_NA_serotype_1	2021.0	0.18614420888741545	-0.025936944662217964
ON571594_human_CHN_2019_NA_2019-Fuzhou-26_feces_serotype_1	2019.0	0.3191113178874154	0.10348719390673189
KC342249_human_CHN_2012_NA_km1_stool-sample_serotype_1	2012.0	0.32056443528741546	0.09253991479805629
FJ755405_human_CHN_2007_Beijing-293-2007-CHN_NA_stool_serotype_1	2007.0	0.3469842647874155	0.11010231822043126
FJ755402_human_CHN_2005_Beijing-128-2005-CHN_NA_stool_serotype_1	2005.0	0.3419145681874155	0.10148965118938114
FJ755404_human_CHN_2007_Beijing-291-2007-CHN_NA_stool_serotype_1	2007.0	0.3498834363874155	0.11300148982043123
NC030922_NA_IND_2004_NA_V1347_NA_serotype_1	2004.0	0.29798307818741543	0.05578667597385578
LC694997_human_JPN_2018_NA_HAstV1-181289-Tokyo-2018_NA_serotype_1	2018.0	0.28761008068741545	0.07021447149120663
LC694996_human_JPN_2018_NA_HAstV1-181290-Tokyo-2018_NA_serotype_1	2018.0	0.28761008068741545	0.07021447149120663
MW485040_human_KEN_2019_KLF-HAstV1-008-2019_NA_NA_serotype_1	2019.0	0.28899361738741547	0.07336949340673193
FJ755403_human_CHN_2006_Beijing-176-2006-CHN_NA_stool_serotype_1	2006.0	0.23498416028741548	-0.003669271495094051
KF211475_human_CHN_2010_NA_JZ_NA_serotype_1	2010.0	0.24014407598741544	0.008576585067006148
JN887820_human_KOR_2006_lhar-2011-kor_NA_stool_serotype_1	2006.0	0.22995033328741546	-0.00870309849509407
AY720892_NA_NA_2004_Dresden_NA_NA_serotype_1	2004.0	0.24035329108741546	-0.0018431111261441868
MT832897_human_BRA_2015_MAstV-1-Hu-BRA-TO-161-2015_TO-161_feces_serotype_1	2015.0	0.18640532568741547	-0.036304739155368304
MT832893_human_BRA_2015_MAstV-1-Hu-BRA-TO-160-2015_TO-160_feces_serotype_1	2015.0	0.18640532568741547	-0.036304739155368304
MT832894_human_BRA_2011_MAstV-1-Hu-BRA-TO-162-2011_TO-162_feces_serotype_1	2011.0	0.18640532568741547	-0.04339068001746854
MT832892_human_BRA_2015_MAstV-1-Hu-BRA-TO-98-2015_TO-98_feces_serotype_1	2015.0	0.18640532568741547	-0.036304739155368304
MT832895_human_BRA_2015_MAstV-1-Hu-BRA-TO-171-2015_TO-171_feces_serotype_1	2015.0	0.18640532568741547	-0.036304739155368304
MT832896_human_BRA_2015_MAstV-1-Hu-BRA-TO-208-2015_TO-208_feces_serotype_1	2015.0	0.18640532568741547	-0.036304739155368304
HQ398856_human_HUN_2010_Hu-Nyergesujfalu-HUN4520-2010-HUN_NA_fecal-sample_serotype_1	2010.0	0.19180987038741545	-0.03975762053299384
MN433704_human_USA_2013_Hu-US-2013-CA-RGDS-1071_NA_stool_serotype_1	2013.0	0.17077955738741546	-0.05547347788641843
MN433703_human_USA_2013_Hu-US-2013-CA-RGDS-1070_NA_stool_serotype_1	2013.0	0.17077955738741546	-0.05547347788641843
LC732124_human_JPN_2016_Human-JPN-2016-JP14989_Child-with-acute-gastroenteritis_feces_serotype_3	2016.0	0.2608723022125845	0.03993372258532557
MG571777_human_VEN_2015_NA_NA_stool_serotype_3	2015.0	0.2608723022125845	0.03816223736980073
LC694985_human_JPN_2019_NA_HAstV3-190610-Tokyo-2019_NA_serotype_3	2019.0	0.2608723022125845	0.04524817823190097
MN444721_human_USA_2017_Hu-US-2017-CA-RGDS-1074_NA_stool_serotype_3	2017.0	0.2608723022125845	0.04170520780085085
LC732122_human_JPN_2016_Human-JPN-2016-JP14641_Child-with-acute-gastroenteritis_feces_serotype_3	2016.0	0.2608723022125845	0.03993372258532557
LC732123_human_JPN_2016_Human-JPN-2016-JP14665_Child-with-acute-gastroenteritis_feces_serotype_3	2016.0	0.2608723022125845	0.03993372258532557
JF491430_human_RUS_2004_NA_Rus-Nsc04-H355_NA_serotype_3	2004.0	0.24346570121258454	0.0012692989990248926
