OR427988.1	MK059955.1	83.036	336	54	1	1	333	4329	4664	2.44e-85	302
OR427987.1	MK059955.1	83.333	336	53	1	1	333	4329	4664	5.24e-87	307
OR427986.1	MK059955.1	85.174	317	44	1	1	314	4329	4645	1.87e-91	322
OR427985.1	MK059955.1	87.153	288	37	0	39	326	4373	4660	3.99e-93	327
OR427984.1	MK059955.1	82.096	458	82	0	1	458	3647	4104	2.00e-112	392
OR427983.1	MK059955.1	83.268	514	86	0	1	514	3608	4121	7.64e-137	473
OR427982.1	MK059955.1	81.768	362	64	2	1	361	3614	3974	2.65e-85	302
OR427981.1	MK059955.1	83.034	501	83	2	1	500	3605	4104	9.71e-131	453
OR427980.1	MK059955.1	82.463	479	82	2	1	478	3638	4115	3.37e-120	418
OR427979.1	MK059955.1	85.031	481	72	0	1	481	3644	4124	7.08e-142	490
PP916236.1	MK059955.1	81.682	3128	554	15	2243	5359	2501	5620	0.0	2584
PP916236.1	MK059955.1	79.680	2062	391	23	1	2048	301	2348	0.0	1461
PP916236.1	MK059955.1	78.636	440	68	18	6092	6514	6356	6786	5.02e-74	268
PP901928.1	MK059955.1	80.115	6276	1192	46	13	6260	1	6248	0.0	4625
PP901928.1	MK059955.1	93.692	428	27	0	6377	6804	6359	6786	0.0	641
PP901927.1	MK059955.1	80.252	6193	1175	39	96	6264	80	6248	0.0	4617
PP901927.1	MK059955.1	93.692	428	27	0	6381	6808	6359	6786	0.0	641
PP901926.1	MK059955.1	80.399	5668	1026	64	1	5631	11	5630	0.0	4233
PP901926.1	MK059955.1	94.118	102	4	2	6625	6724	6681	6782	1.52e-39	154
OR690946.1	MK059955.1	86.591	440	59	0	39	478	4373	4812	9.10e-141	486
OR690945.1	MK059955.1	86.591	440	59	0	39	478	4373	4812	9.10e-141	486
OR690944.1	MK059955.1	82.692	468	73	4	1	461	4329	4795	2.03e-117	409
OR690943.1	MK059955.1	82.692	468	73	4	1	461	4329	4795	2.03e-117	409
OR690942.1	MK059955.1	83.333	468	73	3	1	464	4329	4795	5.63e-123	427
OR690941.1	MK059955.1	82.869	467	77	1	1	464	4329	4795	1.22e-119	416
OR690940.1	MK059955.1	83.505	485	75	3	1	481	4329	4812	1.20e-129	449
OR690939.1	MK059955.1	84.330	485	71	3	1	481	4329	4812	9.23e-136	470
OR690938.1	MK059955.1	83.299	485	76	3	1	481	4329	4812	2.01e-127	442
OR690937.1	MK059955.1	81.197	468	83	3	1	464	4329	4795	2.68e-106	372
OR690936.1	MK059955.1	81.197	468	83	3	1	464	4329	4795	2.68e-106	372
OR690935.1	MK059955.1	80.983	468	84	3	1	464	4329	4795	1.25e-104	366
OR690934.1	MK059955.1	80.556	468	86	3	1	464	4329	4795	5.79e-103	361
OR690933.1	MK059955.1	81.624	468	81	3	1	464	4329	4795	1.24e-109	383
OR690932.1	MK059955.1	81.838	468	80	3	1	464	4329	4795	2.66e-111	388
OR690931.1	MK059955.1	81.838	468	80	3	1	464	4329	4795	2.66e-111	388
OR670615.1	MK059955.1	86.071	560	70	3	1	553	4250	4808	1.69e-173	595
OR670614.1	MK059955.1	86.697	436	58	0	40	475	4373	4808	3.27e-140	484
OR670613.1	MK059955.1	85.062	482	64	3	1	475	4328	4808	3.27e-140	484
OR670612.1	MK059955.1	84.975	599	85	3	1	595	4250	4847	1.08e-175	603
OR670611.1	MK059955.1	83.539	486	75	3	1	482	4328	4812	1.20e-129	449
OR670610.1	MK059955.1	84.362	486	71	3	1	482	4328	4812	2.57e-136	472
OR670609.1	MK059955.1	82.979	470	70	6	1	462	4328	4795	1.21e-119	416
OR670608.1	MK059955.1	83.524	613	93	4	1	606	4254	4865	1.45e-164	566
OR670607.1	MK059955.1	83.524	613	93	4	1	606	4254	4865	1.45e-164	566
OR670606.1	MK059955.1	81.876	469	80	3	1	465	4328	4795	7.40e-112	390
OR670605.1	MK059955.1	81.663	469	81	3	1	465	4328	4795	3.44e-110	385
OR670604.1	MK059955.1	83.516	546	85	3	1	542	4251	4795	3.02e-146	505
OR873548.1	MK059955.1	83.826	575	90	1	1	575	4329	4900	6.45e-158	544
OR873547.1	MK059955.1	83.652	575	91	1	1	575	4329	4900	3.00e-156	538
OR873546.1	MK059955.1	83.652	575	91	1	1	575	4329	4900	3.00e-156	538
