OR427988.1	MK059956.1	98.204	334	6	0	1	334	4326	4659	2.16e-170	584
OR427987.1	MK059956.1	97.904	334	7	0	1	334	4326	4659	1.00e-168	579
OR427986.1	MK059956.1	90.881	329	30	0	1	329	4326	4654	1.37e-127	442
OR427985.1	MK059956.1	84.498	329	48	1	1	326	4326	4654	1.85e-91	322
OR427984.1	MK059956.1	93.390	469	31	0	1	469	3644	4112	0.0	695
OR427983.1	MK059956.1	90.543	497	47	0	1	497	3605	4101	0.0	658
OR427982.1	MK059956.1	91.413	361	31	0	1	361	3611	3971	1.13e-143	496
OR427981.1	MK059956.1	92.000	500	40	0	1	500	3602	4101	0.0	702
OR427980.1	MK059956.1	91.004	478	43	0	1	478	3635	4112	0.0	645
OR427979.1	MK059956.1	85.655	481	67	2	1	480	3641	4120	2.52e-146	505
PP916236.1	MK059956.1	85.252	3214	460	13	2199	5405	2454	5660	0.0	3297
PP916236.1	MK059956.1	89.212	2169	234	0	1	2169	301	2469	0.0	2710
PP916236.1	MK059956.1	78.540	452	65	23	6078	6511	6319	6756	5.00e-74	268
PP901928.1	MK059956.1	86.842	6004	750	27	13	5999	1	5981	0.0	6674
PP901928.1	MK059956.1	78.851	435	76	13	6375	6801	6330	6756	2.42e-77	279
PP901927.1	MK059956.1	86.819	6001	751	27	20	6003	4	5981	0.0	6663
PP901927.1	MK059956.1	78.851	435	76	13	6379	6805	6330	6756	2.42e-77	279
PP901926.1	MK059956.1	91.769	5637	440	11	1	5633	11	5627	0.0	7817
PP901926.1	MK059956.1	92.381	105	4	2	6624	6724	6651	6755	2.53e-37	147
OR690946.1	MK059956.1	84.440	482	70	3	1	478	4326	4806	9.13e-136	470
OR690945.1	MK059956.1	84.440	482	70	3	1	478	4326	4806	9.13e-136	470
OR690944.1	MK059956.1	87.742	465	52	3	1	461	4326	4789	2.47e-156	538
OR690943.1	MK059956.1	87.097	465	55	3	1	461	4326	4789	2.48e-151	521
OR690942.1	MK059956.1	87.069	464	60	0	1	464	4326	4789	1.93e-152	525
OR690941.1	MK059956.1	87.069	464	60	0	1	464	4326	4789	1.93e-152	525
OR690940.1	MK059956.1	95.426	481	22	0	1	481	4326	4806	0.0	769
OR690939.1	MK059956.1	95.426	481	22	0	1	481	4326	4806	0.0	767
OR690938.1	MK059956.1	94.179	481	28	0	1	481	4326	4806	0.0	734
OR690937.1	MK059956.1	82.974	464	79	0	1	464	4326	4789	9.39e-121	420
OR690936.1	MK059956.1	82.543	464	81	0	1	464	4326	4789	2.03e-117	409
OR690935.1	MK059956.1	82.759	464	80	0	1	464	4326	4789	4.37e-119	414
OR690934.1	MK059956.1	82.974	464	79	0	1	464	4326	4789	2.02e-122	425
OR690933.1	MK059956.1	83.073	449	76	0	1	449	4326	4774	2.03e-117	409
OR690932.1	MK059956.1	82.759	464	80	0	1	464	4326	4789	4.37e-119	414
OR690931.1	MK059956.1	82.759	464	80	0	1	464	4326	4789	4.37e-119	414
OR670615.1	MK059956.1	85.099	557	78	3	1	553	4247	4802	4.76e-164	564
OR670614.1	MK059956.1	84.342	479	70	3	1	475	4325	4802	4.25e-134	464
OR670613.1	MK059956.1	84.760	479	68	3	1	475	4325	4802	1.96e-137	475
OR670612.1	MK059956.1	95.118	594	29	0	1	594	4247	4840	0.0	937
OR670611.1	MK059956.1	95.021	482	24	0	1	482	4325	4806	0.0	758
OR670610.1	MK059956.1	95.436	482	22	0	1	482	4325	4806	0.0	769
OR670609.1	MK059956.1	87.366	467	52	5	1	462	4325	4789	1.49e-153	529
OR670608.1	MK059956.1	86.855	601	74	3	1	597	4251	4850	0.0	667
OR670607.1	MK059956.1	86.855	601	74	3	1	597	4251	4850	0.0	667
OR670606.1	MK059956.1	82.796	465	80	0	1	465	4325	4789	1.22e-119	416
OR670605.1	MK059956.1	83.011	465	79	0	1	465	4325	4789	2.62e-121	422
OR670604.1	MK059956.1	85.055	542	81	0	1	542	4248	4789	1.06e-160	553
OR873548.1	MK059956.1	82.783	575	93	1	1	575	4326	4894	2.34e-147	508
OR873547.1	MK059956.1	82.609	575	94	1	1	575	4326	4894	1.09e-145	503
OR873546.1	MK059956.1	82.609	575	94	1	1	575	4326	4894	1.09e-145	503
OR873545.1	MK059956.1	81.294	572	103	2	1	570	4326	4895	6.58e-133	460
OR873544.1	MK059956.1	81.404	570	106	0	1	570	4326	4895	1.42e-134	466
OR873543.1	MK059956.1	81.404	570	106	0	1	570	4326	4895	1.42e-134	466
OR873542.1	MK059956.1	81.404	570	106	0	1	570	4326	4895	1.42e-134	466
OR873541.1	MK059956.1	81.404	570	106	0	1	570	4326	4895	1.42e-134	466
OR873540.1	MK059956.1	81.404	570	106	0	1	570	4326	4895	1.42e-134	466
OR873539.1	MK059956.1	81.404	570	106	0	1	570	4326	4895	1.42e-134	466
OR873538.1	MK059956.1	81.404	570	106	0	1	570	4326	4895	1.42e-134	466
