OR427988.1	MK059952.1	96.687	332	11	0	1	332	4327	4658	6.04e-161	553
OR427987.1	MK059952.1	96.988	332	10	0	1	332	4327	4658	1.30e-162	558
OR427986.1	MK059952.1	90.390	333	32	0	1	333	4327	4659	1.77e-126	438
OR427985.1	MK059952.1	83.587	329	51	1	1	326	4327	4655	1.85e-86	305
OR427984.1	MK059952.1	93.576	467	30	0	1	467	3645	4111	0.0	697
OR427983.1	MK059952.1	91.245	514	45	0	1	514	3606	4119	0.0	701
OR427982.1	MK059952.1	93.906	361	22	0	1	361	3612	3972	1.10e-158	545
OR427981.1	MK059952.1	94.200	500	29	0	1	500	3603	4102	0.0	763
OR427980.1	MK059952.1	94.958	476	24	0	1	476	3636	4111	0.0	747
OR427979.1	MK059952.1	86.515	482	63	2	1	481	3642	4122	1.49e-153	529
PP916236.1	MK059952.1	85.710	3184	441	12	2199	5375	2455	5631	0.0	3347
PP916236.1	MK059952.1	89.613	2195	220	6	1	2191	302	2492	0.0	2784
PP916236.1	MK059952.1	92.079	101	7	1	6411	6510	6619	6719	1.13e-35	141
PP901928.1	MK059952.1	88.750	5582	609	12	13	5587	1	5570	0.0	6811
PP901928.1	MK059952.1	92.157	102	6	2	6699	6800	6620	6719	3.30e-36	143
PP901927.1	MK059952.1	88.726	5579	610	12	20	5591	4	5570	0.0	6800
PP901927.1	MK059952.1	92.157	102	6	2	6703	6804	6620	6719	3.29e-36	143
PP901926.1	MK059952.1	92.319	6731	494	10	1	6727	11	6722	0.0	9544
OR690946.1	MK059952.1	84.067	477	71	3	1	473	4327	4802	2.54e-131	455
OR690945.1	MK059952.1	84.067	477	71	3	1	473	4327	4802	2.54e-131	455
OR690944.1	MK059952.1	87.580	467	55	1	1	464	4327	4793	2.45e-156	538
OR690943.1	MK059952.1	86.938	467	58	1	1	464	4327	4793	2.47e-151	521
OR690942.1	MK059952.1	87.580	467	58	0	1	467	4327	4793	1.91e-157	542
OR690941.1	MK059952.1	87.580	467	58	0	1	467	4327	4793	1.91e-157	542
OR690940.1	MK059952.1	95.634	481	21	0	1	481	4327	4807	0.0	774
OR690939.1	MK059952.1	96.050	481	19	0	1	481	4327	4807	0.0	784
OR690938.1	MK059952.1	94.802	481	25	0	1	481	4327	4807	0.0	750
OR690937.1	MK059952.1	82.265	468	81	2	1	467	4327	4793	9.40e-116	403
OR690936.1	MK059952.1	81.838	468	83	2	1	467	4327	4793	2.04e-112	392
OR690935.1	MK059952.1	82.051	468	82	2	1	467	4327	4793	4.37e-114	398
OR690934.1	MK059952.1	81.838	468	83	2	1	467	4327	4793	4.37e-114	398
OR690933.1	MK059952.1	82.265	468	81	2	1	467	4327	4793	9.40e-116	403
OR690932.1	MK059952.1	82.479	468	80	2	1	467	4327	4793	2.02e-117	409
OR690931.1	MK059952.1	82.479	468	80	2	1	467	4327	4793	2.02e-117	409
OR670615.1	MK059952.1	84.712	556	80	3	1	552	4248	4802	3.68e-160	551
OR670614.1	MK059952.1	83.891	478	72	3	1	474	4326	4802	3.29e-130	451
OR670613.1	MK059952.1	84.310	478	70	3	1	474	4326	4802	1.52e-133	462
OR670612.1	MK059952.1	95.093	591	29	0	1	591	4248	4838	0.0	931
OR670611.1	MK059952.1	95.228	482	23	0	1	482	4326	4807	0.0	763
OR670610.1	MK059952.1	96.058	482	19	0	1	482	4326	4807	0.0	785
OR670609.1	MK059952.1	87.207	469	55	3	1	465	4326	4793	1.48e-153	529
OR670608.1	MK059952.1	88.376	542	60	1	1	539	4252	4793	0.0	649
OR670607.1	MK059952.1	88.376	542	60	1	1	539	4252	4793	0.0	649
OR670606.1	MK059952.1	82.516	469	80	2	1	468	4326	4793	5.63e-118	411
OR670605.1	MK059952.1	82.303	469	81	2	1	468	4326	4793	2.62e-116	405
OR670604.1	MK059952.1	83.860	570	90	2	1	569	4249	4817	2.28e-157	542
OR873548.1	MK059952.1	82.609	575	94	1	1	575	4327	4895	1.08e-145	503
OR873547.1	MK059952.1	82.435	575	95	1	1	575	4327	4895	5.05e-144	497
OR873546.1	MK059952.1	82.435	575	95	1	1	575	4327	4895	5.05e-144	497
OR873545.1	MK059952.1	81.818	572	100	3	1	570	4327	4896	6.50e-138	477
OR873544.1	MK059952.1	81.611	571	103	2	1	570	4327	4896	3.03e-136	472
OR873543.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873542.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873541.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873540.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873539.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873538.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873537.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873536.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873535.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873534.1	MK059952.1	81.086	571	106	2	1	570	4327	4896	3.05e-131	455
OR873533.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873532.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873531.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873530.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873529.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873528.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873527.1	MK059952.1	81.436	571	104	2	1	570	4327	4896	1.41e-134	466
OR873526.1	MK059952.1	81.436	571	104	2	1	570	4327	4896	1.41e-134	466
OR873525.1	MK059952.1	81.436	571	104	2	1	570	4327	4896	1.41e-134	466
OR873524.1	MK059952.1	81.436	571	104	2	1	570	4327	4896	1.41e-134	466
OR873523.1	MK059952.1	81.261	571	105	2	1	570	4327	4896	6.55e-133	460
OR873522.1	MK059952.1	81.404	570	106	0	1	570	4327	4896	1.41e-134	466
OR873521.1	MK059952.1	81.436	571	104	2	1	570	4327	4896	1.41e-134	466
OR873520.1	MK059952.1	81.436	571	104	2	1	570	4327	4896	1.41e-134	466
OR873519.1	MK059952.1	81.436	571	104	2	1	570	4327	4896	1.41e-134	466
OR873518.1	MK059952.1	81.436	571	104	2	1	570	4327	4896	1.41e-134	466
OR873517.1	MK059952.1	81.436	571	104	2	1	570	4327	4896	1.41e-134	466
OR873516.1	MK059952.1	81.436	571	104	2	1	570	4327	4896	1.41e-134	466
OR873485.1	MK059952.1	90.517	348	33	0	1	348	3639	3986	3.93e-133	460
OR873484.1	MK059952.1	90.805	348	32	0	1	348	3639	3986	8.46e-135	466
OR873483.1	MK059952.1	90.805	348	32	0	1	348	3639	3986	8.46e-135	466
OR873482.1	MK059952.1	93.678	348	22	0	1	348	3639	3986	1.78e-151	521
OR873481.1	MK059952.1	93.678	348	22	0	1	348	3639	3986	1.78e-151	521
OR873480.1	MK059952.1	93.678	348	22	0	1	348	3639	3986	1.78e-151	521
OR873479.1	MK059952.1	93.103	348	24	0	1	348	3639	3986	3.85e-148	510
OR873478.1	MK059952.1	93.103	348	24	0	1	348	3639	3986	3.85e-148	510
OR873477.1	MK059952.1	93.103	348	24	0	1	348	3639	3986	3.85e-148	510
OR873476.1	MK059952.1	92.816	348	25	0	1	348	3639	3986	1.79e-146	505
OR873475.1	MK059952.1	92.529	348	26	0	1	348	3639	3986	8.34e-145	499
OR873474.1	MK059952.1	92.529	348	26	0	1	348	3639	3986	8.34e-145	499
OR873473.1	MK059952.1	92.529	348	26	0	1	348	3639	3986	8.34e-145	499
OR873472.1	MK059952.1	92.529	348	26	0	1	348	3639	3986	8.34e-145	499
OR873471.1	MK059952.1	92.529	348	26	0	1	348	3639	3986	8.34e-145	499
OR873470.1	MK059952.1	92.529	348	26	0	1	348	3639	3986	8.34e-145	499
OR873469.1	MK059952.1	92.241	348	27	0	1	348	3639	3986	3.88e-143	494
OR873468.1	MK059952.1	92.241	348	27	0	1	348	3639	3986	3.88e-143	494
OR873467.1	MK059952.1	91.954	348	28	0	1	348	3639	3986	1.80e-141	488
OR792802.1	MK059952.1	88.553	5486	612	9	2	5481	13	5488	0.0	6637
OR792802.1	MK059952.1	93.204	103	3	4	6675	6776	6620	6719	7.04e-38	148
OR448832.1	MK059952.1	87.518	5472	645	35	1	5451	26	5480	0.0	6287
OR448832.1	MK059952.1	91.509	106	5	1	6628	6733	6618	6719	3.25e-36	143
OR448831.1	MK059952.1	92.505	4283	316	4	2499	6777	2442	6723	0.0	6126
OR448831.1	MK059952.1	92.314	2381	182	1	16	2396	2	2381	0.0	3382
OR448830.1	MK059952.1	91.853	5646	439	9	28	5671	1	5627	0.0	7858
OR448830.1	MK059952.1	90.826	109	6	2	6696	6804	6619	6723	3.31e-36	143
OQ198437.1	MK059952.1	85.157	3180	458	13	2035	5207	2455	5627	0.0	3245
OQ198437.1	MK059952.1	89.458	2030	208	5	1	2027	466	2492	0.0	2558
OQ198436.1	MK059952.1	84.876	3187	463	17	2003	5180	2455	5631	0.0	3197
OQ198436.1	MK059952.1	89.763	1983	197	4	6	1985	503	2482	0.0	2532
OQ198435.1	MK059952.1	86.405	2935	386	11	2450	5378	2455	5382	0.0	3197
OQ198435.1	MK059952.1	88.925	2447	244	9	8	2442	61	2492	0.0	2992
OQ198435.1	MK059952.1	92.784	97	6	1	5814	5909	6619	6715	3.69e-35	139
OQ198434.1	MK059952.1	87.838	2771	325	10	2485	5249	2455	5219	0.0	3240
OQ198434.1	MK059952.1	89.932	2483	241	6	1	2477	13	2492	0.0	3192
OQ198434.1	MK059952.1	81.592	402	69	4	5315	5715	5234	5631	2.34e-92	329
OQ198433.1	MK059952.1	89.925	2412	237	4	1	2409	84	2492	0.0	3103
OQ198433.1	MK059952.1	84.487	2643	396	13	2959	5594	2996	5631	0.0	2597
OQ198433.1	MK059952.1	87.738	473	52	4	2417	2886	2455	2924	5.62e-158	547
OQ198432.1	MK059952.1	85.222	3194	454	15	2411	5595	2447	5631	0.0	3267
OQ198432.1	MK059952.1	89.354	2414	248	6	1	2411	85	2492	0.0	3025
OQ198431.1	MK059952.1	89.761	2305	230	4	3	2304	181	2482	0.0	2944
OQ198431.1	MK059952.1	84.643	2761	410	12	2795	5548	2878	5631	0.0	2737
OQ198431.1	MK059952.1	86.947	475	56	4	2322	2793	2455	2926	2.01e-152	529
OQ198430.1	MK059952.1	85.476	3181	446	15	2484	5656	2455	5627	0.0	3301
OQ198430.1	MK059952.1	89.399	2481	252	7	1	2476	18	2492	0.0	3114
OQ198429.1	MK059952.1	82.867	2323	377	18	2246	4558	3320	5631	0.0	2065
OQ198429.1	MK059952.1	88.611	1642	170	7	1	1633	31	1664	0.0	1980
OQ198429.1	MK059952.1	91.724	580	48	0	1662	2241	2692	3271	0.0	806
OQ198429.1	MK059952.1	92.929	99	6	1	5594	5691	6619	6717	2.75e-36	143
OQ198428.1	MK059952.1	84.607	2761	411	12	2441	5194	2878	5631	0.0	2732
OQ198428.1	MK059952.1	89.318	1994	205	6	6	1995	503	2492	0.0	2495
OQ198428.1	MK059952.1	89.766	342	35	0	2003	2344	2455	2796	3.31e-125	438
OQ198427.1	MK059952.1	85.311	3186	450	15	2208	5384	2455	5631	0.0	3275
OQ198427.1	MK059952.1	89.147	1032	105	5	1172	2200	1465	2492	0.0	1279
OQ198427.1	MK059952.1	90.000	630	62	1	3	632	181	809	0.0	813
OQ198427.1	MK059952.1	90.764	314	29	0	635	948	928	1241	1.23e-119	420
OQ633093.1	MK059952.1	78.902	1166	219	24	1	1151	4327	5480	0.0	765
OQ633092.1	MK059952.1	75.725	1310	300	16	1	1301	4327	5627	0.0	641
ON886355.1	MK059952.1	91.018	501	45	0	1	501	3657	4157	0.0	676
ON886354.1	MK059952.1	91.667	516	43	0	1	516	3642	4157	0.0	715
ON886353.1	MK059952.1	91.860	516	42	0	1	516	3642	4157	0.0	721
ON886352.1	MK059952.1	93.900	541	33	0	1	541	3609	4149	0.0	817
ON886351.1	MK059952.1	91.486	552	47	0	1	552	3606	4157	0.0	760
ON886350.1	MK059952.1	91.848	552	45	0	1	552	3606	4157	0.0	771
ON886348.1	MK059952.1	91.758	546	45	0	1	546	3606	4151	0.0	760
ON886347.1	MK059952.1	91.351	555	48	0	1	555	3603	4157	0.0	760
ON886344.1	MK059952.1	91.107	551	49	0	1	551	3603	4153	0.0	747
ON886343.1	MK059952.1	91.392	546	47	0	1	546	3603	4148	0.0	749
ON886337.1	MK059952.1	94.022	552	33	0	1	552	3597	4148	0.0	837
ON886336.1	MK059952.1	91.087	561	50	0	1	561	3597	4157	0.0	760
ON886335.1	MK059952.1	91.532	555	47	0	1	555	3597	4151	0.0	765
ON886334.1	MK059952.1	86.799	553	71	2	1	552	3597	4148	1.28e-179	616
ON886333.1	MK059952.1	91.637	562	47	0	3	564	3596	4157	0.0	778
ON886331.1	MK059952.1	90.846	579	53	0	1	579	3579	4157	0.0	776
ON886330.1	MK059952.1	93.437	579	38	0	1	579	3579	4157	0.0	859
ON979523.1	MK059952.1	86.495	3147	390	27	2352	5479	2442	5572	0.0	3424
ON979523.1	MK059952.1	93.108	2249	155	0	1	2249	133	2381	0.0	3295
ON979522.1	MK059952.1	86.400	3147	393	27	2358	5485	2442	5572	0.0	3408
ON979522.1	MK059952.1	93.085	2256	154	2	1	2255	127	2381	0.0	3301
ON979521.1	MK059952.1	86.463	3147	391	27	2355	5482	2442	5572	0.0	3419
ON979521.1	MK059952.1	93.028	2252	157	0	1	2252	130	2381	0.0	3290
OP482094.1	MK059952.1	92.695	2382	170	2	1	2379	1	2381	0.0	3432
OP482094.1	MK059952.1	85.560	3054	405	31	2482	5514	2442	5480	0.0	3164
OP482094.1	MK059952.1	90.909	110	6	1	6691	6800	6618	6723	9.13e-37	145
OP482093.1	MK059952.1	92.695	2382	170	2	1	2379	1	2381	0.0	3432
OP482093.1	MK059952.1	85.560	3054	405	31	2482	5514	2442	5480	0.0	3164
OP482093.1	MK059952.1	90.909	110	6	1	6691	6800	6618	6723	9.13e-37	145
ON669289.1	MK059952.1	92.734	289	21	0	1	289	1181	1469	1.98e-120	418
ON669288.1	MK059952.1	92.734	289	21	0	1	289	1181	1469	1.98e-120	418
ON669287.1	MK059952.1	92.734	289	21	0	1	289	1181	1469	1.98e-120	418
ON669286.1	MK059952.1	92.734	289	21	0	1	289	1181	1469	1.98e-120	418
ON669285.1	MK059952.1	93.080	289	20	0	1	289	1181	1469	4.27e-122	424
ON669284.1	MK059952.1	92.734	289	21	0	1	289	1181	1469	1.98e-120	418
