OR427988.1	MK059950.1	92.401	329	25	0	1	329	4325	4653	6.33e-136	470
OR427987.1	MK059950.1	92.401	329	25	0	1	329	4325	4653	6.33e-136	470
OR427986.1	MK059950.1	94.910	334	17	0	1	334	4325	4658	4.79e-152	523
OR427985.1	MK059950.1	84.545	330	46	3	1	326	4325	4653	1.86e-91	322
OR427984.1	MK059950.1	93.576	467	30	0	1	467	3643	4109	0.0	697
OR427983.1	MK059950.1	92.578	512	38	0	1	512	3604	4115	0.0	736
OR427982.1	MK059950.1	92.521	361	27	0	1	361	3610	3970	2.42e-150	518
OR427981.1	MK059950.1	91.833	502	41	0	1	502	3601	4102	0.0	701
OR427980.1	MK059950.1	92.647	476	35	0	1	476	3634	4109	0.0	686
OR427979.1	MK059950.1	84.823	481	71	2	1	480	3640	4119	1.19e-139	483
PP916236.1	MK059950.1	86.386	3041	384	21	2199	5224	2453	5478	0.0	3295
PP916236.1	MK059950.1	90.005	2191	219	0	1	2191	300	2490	0.0	2833
PP916236.1	MK059950.1	77.829	433	76	18	6096	6514	6374	6800	1.82e-68	250
PP901928.1	MK059950.1	89.798	5499	532	19	13	5500	1	5481	0.0	7020
PP901928.1	MK059950.1	87.298	433	55	0	6372	6804	6368	6800	2.22e-142	496
PP901927.1	MK059950.1	89.774	5496	533	19	20	5504	4	5481	0.0	7009
PP901927.1	MK059950.1	87.298	433	55	0	6376	6808	6368	6800	2.22e-142	496
PP901926.1	MK059950.1	89.351	5503	551	21	1	5494	11	5487	0.0	6883
PP901926.1	MK059950.1	94.175	103	2	4	6625	6724	6695	6796	1.52e-39	154
OR690946.1	MK059950.1	83.686	472	72	3	1	468	4325	4795	7.20e-127	440
OR690945.1	MK059950.1	83.686	472	72	3	1	468	4325	4795	7.20e-127	440
OR690944.1	MK059950.1	89.770	479	46	1	1	476	4325	4803	5.19e-178	610
OR690943.1	MK059950.1	89.562	479	47	1	1	476	4325	4803	2.41e-176	604
OR690942.1	MK059950.1	89.605	481	50	0	1	481	4325	4805	1.45e-178	612
OR690941.1	MK059950.1	89.605	481	50	0	1	481	4325	4805	1.45e-178	612
OR690940.1	MK059950.1	89.384	471	50	0	1	471	4325	4795	1.46e-173	595
OR690939.1	MK059950.1	90.234	471	46	0	1	471	4325	4795	1.12e-179	616
OR690938.1	MK059950.1	88.747	471	53	0	1	471	4325	4795	5.29e-168	577
OR690937.1	MK059950.1	84.034	476	72	2	1	474	4325	4798	2.59e-131	455
OR690936.1	MK059950.1	83.193	476	76	2	1	474	4325	4798	1.21e-124	433
OR690935.1	MK059950.1	83.824	476	73	2	1	474	4325	4798	1.20e-129	449
OR690934.1	MK059950.1	83.403	476	75	2	1	474	4325	4798	2.02e-127	442
OR690933.1	MK059950.1	84.244	476	71	2	1	474	4325	4798	5.56e-133	460
OR690932.1	MK059950.1	84.454	476	70	2	1	474	4325	4798	1.20e-134	466
OR690931.1	MK059950.1	84.454	476	70	2	1	474	4325	4798	1.20e-134	466
