OR427988.1	MK059951.1	83.582	335	49	1	1	329	4349	4683	1.46e-87	309
OR427987.1	MK059951.1	83.284	335	50	2	1	329	4349	4683	6.81e-86	303
OR427986.1	MK059951.1	85.630	341	41	4	1	334	4349	4688	2.40e-100	351
OR427985.1	MK059951.1	86.806	288	38	0	39	326	4396	4683	1.86e-91	322
OR427984.1	MK059951.1	82.096	458	82	0	1	458	3667	4124	2.01e-112	392
OR427983.1	MK059951.1	84.105	497	79	0	1	497	3628	4124	4.58e-139	481
OR427982.1	MK059951.1	83.754	357	56	2	7	361	3638	3994	7.28e-96	337
OR427981.1	MK059951.1	82.600	500	87	0	1	500	3625	4124	2.11e-127	442
OR427980.1	MK059951.1	82.845	478	82	0	1	478	3658	4135	1.56e-123	429
OR427979.1	MK059951.1	85.625	480	69	0	1	480	3664	4143	2.54e-146	505
PP916236.1	MK059951.1	90.547	2084	197	0	1	2084	303	2386	0.0	2758
PP916236.1	MK059951.1	80.000	3570	672	30	2199	5744	2477	6028	0.0	2599
PP916236.1	MK059951.1	79.115	407	63	15	6123	6514	6416	6815	8.44e-72	261
PP901928.1	MK059951.1	89.557	6818	683	16	13	6804	1	6815	0.0	8619
PP901927.1	MK059951.1	89.523	6815	685	16	20	6808	4	6815	0.0	8602
PP901926.1	MK059951.1	86.277	5487	708	30	1	5458	11	5481	0.0	5919
PP901926.1	MK059951.1	94.118	102	4	2	6625	6724	6710	6811	1.52e-39	154
OR690946.1	MK059951.1	85.012	427	62	2	39	464	4396	4821	1.21e-124	433
OR690945.1	MK059951.1	85.012	427	62	2	39	464	4396	4821	1.21e-124	433
OR690944.1	MK059951.1	84.388	474	63	4	1	464	4349	4821	2.58e-131	455
OR690943.1	MK059951.1	84.810	474	61	4	1	464	4349	4821	1.19e-134	466
OR690942.1	MK059951.1	84.632	475	63	6	1	467	4349	4821	4.31e-134	464
OR690941.1	MK059951.1	84.177	474	67	4	1	467	4349	4821	9.33e-131	453
OR690940.1	MK059951.1	83.644	483	73	2	1	477	4349	4831	3.36e-130	451
OR690939.1	MK059951.1	84.472	483	69	2	1	477	4349	4831	2.58e-136	472
OR690938.1	MK059951.1	83.023	483	76	2	1	477	4349	4831	1.22e-124	433
OR690937.1	MK059951.1	83.162	487	76	2	1	481	4349	4835	7.26e-127	440
OR690936.1	MK059951.1	82.752	487	78	2	1	481	4349	4835	1.57e-123	429
OR690935.1	MK059951.1	82.957	487	77	2	1	481	4349	4835	3.38e-125	435
OR690934.1	MK059951.1	82.752	487	78	2	1	481	4349	4835	1.22e-124	433
OR690933.1	MK059951.1	82.341	487	80	2	1	481	4349	4835	3.40e-120	418
OR690932.1	MK059951.1	82.546	487	79	2	1	481	4349	4835	7.32e-122	424
OR690931.1	MK059951.1	82.546	487	79	2	1	481	4349	4835	7.32e-122	424
OR670615.1	MK059951.1	84.201	557	75	6	1	546	4270	4824	1.75e-153	529
OR670614.1	MK059951.1	85.012	427	62	2	40	465	4396	4821	1.21e-124	433
OR670613.1	MK059951.1	84.778	427	63	2	40	465	4396	4821	5.62e-123	427
OR670612.1	MK059951.1	84.087	597	89	1	1	591	4270	4866	3.07e-166	571
OR670611.1	MK059951.1	83.264	484	75	2	1	478	4348	4831	7.28e-127	440
OR670610.1	MK059951.1	84.504	484	69	2	1	478	4348	4831	7.18e-137	473
OR670609.1	MK059951.1	84.664	476	60	6	1	465	4348	4821	1.54e-133	462
OR670608.1	MK059951.1	84.653	606	82	4	1	596	4274	4878	6.68e-173	593
OR670607.1	MK059951.1	84.653	606	82	4	1	596	4274	4878	6.68e-173	593
OR670606.1	MK059951.1	82.582	488	79	2	1	482	4348	4835	2.04e-122	425
OR670605.1	MK059951.1	83.197	488	76	2	1	482	4348	4835	2.02e-127	442
OR670604.1	MK059951.1	83.216	566	89	2	1	560	4271	4836	5.03e-149	514
OR873548.1	MK059951.1	94.271	576	33	0	1	576	4349	4924	0.0	881
OR873547.1	MK059951.1	94.444	576	32	0	1	576	4349	4924	0.0	887
OR873546.1	MK059951.1	94.444	576	32	0	1	576	4349	4924	0.0	887
OR873545.1	MK059951.1	79.613	569	104	7	1	560	4349	4914	5.28e-114	398
OR873544.1	MK059951.1	82.406	557	92	2	1	551	4349	4905	5.10e-139	481
OR873543.1	MK059951.1	82.406	557	92	2	1	551	4349	4905	5.10e-139	481
OR873542.1	MK059951.1	82.406	557	92	2	1	551	4349	4905	5.10e-139	481
OR873541.1	MK059951.1	82.406	557	92	2	1	551	4349	4905	5.10e-139	481
OR873540.1	MK059951.1	82.406	557	92	2	1	551	4349	4905	5.10e-139	481
OR873539.1	MK059951.1	82.406	557	92	2	1	551	4349	4905	5.10e-139	481
OR873538.1	MK059951.1	82.406	557	92	2	1	551	4349	4905	5.10e-139	481
OR873537.1	MK059951.1	82.406	557	92	2	1	551	4349	4905	5.10e-139	481
OR873536.1	MK059951.1	82.406	557	92	2	1	551	4349	4905	5.10e-139	481
OR873535.1	MK059951.1	82.406	557	92	2	1	551	4349	4905	5.10e-139	481
OR873534.1	MK059951.1	82.226	557	93	2	1	551	4349	4905	2.37e-137	475
OR873533.1	MK059951.1	82.406	557	92	2	1	551	4349	4905	5.10e-139	481
OR873532.1	MK059951.1	82.226	557	93	2	1	551	4349	4905	2.37e-137	475
OR873531.1	MK059951.1	82.226	557	93	2	1	551	4349	4905	2.37e-137	475
OR873530.1	MK059951.1	82.226	557	93	2	1	551	4349	4905	2.37e-137	475
OR873529.1	MK059951.1	82.226	557	93	2	1	551	4349	4905	2.37e-137	475
OR873528.1	MK059951.1	82.226	557	93	2	1	551	4349	4905	2.37e-137	475
OR873527.1	MK059951.1	82.226	557	93	2	1	551	4349	4905	2.37e-137	475
OR873526.1	MK059951.1	82.226	557	93	2	1	551	4349	4905	2.37e-137	475
OR873525.1	MK059951.1	82.226	557	93	2	1	551	4349	4905	2.37e-137	475
OR873524.1	MK059951.1	82.226	557	93	2	1	551	4349	4905	2.37e-137	475
OR873523.1	MK059951.1	82.047	557	94	2	1	551	4349	4905	1.10e-135	470
OR873522.1	MK059951.1	82.047	557	94	2	1	551	4349	4905	1.10e-135	470
OR873521.1	MK059951.1	82.226	557	93	2	1	551	4349	4905	2.37e-137	475
