OR427988.1	MK059953.1	83.636	330	49	3	1	329	4302	4627	1.87e-86	305
OR427987.1	MK059953.1	82.979	329	53	1	1	329	4302	4627	4.05e-83	294
OR427986.1	MK059953.1	84.290	331	45	5	1	329	4302	4627	8.65e-90	316
OR427985.1	MK059953.1	97.281	331	9	0	1	331	4302	4632	9.97e-164	562
OR427984.1	MK059953.1	84.967	459	67	2	1	458	3620	4077	4.15e-134	464
OR427983.1	MK059953.1	85.714	497	71	0	1	497	3581	4077	2.06e-152	525
OR427982.1	MK059953.1	85.833	360	49	2	1	359	3587	3945	3.28e-109	381
OR427981.1	MK059953.1	86.028	501	68	2	1	500	3578	4077	9.30e-156	536
OR427980.1	MK059953.1	85.177	479	69	2	1	478	3611	4088	6.99e-142	490
OR427979.1	MK059953.1	93.333	480	32	0	1	480	3617	4096	0.0	710
PP916236.1	MK059953.1	84.131	3239	495	16	2199	5429	2430	5657	0.0	3116
PP916236.1	MK059953.1	89.229	2191	212	1	1	2191	301	2467	0.0	2717
PP916236.1	MK059953.1	77.136	433	75	17	6095	6511	6311	6735	2.35e-62	230
PP901928.1	MK059953.1	87.610	5585	639	20	13	5587	1	5542	0.0	6431
PP901928.1	MK059953.1	79.727	439	65	18	6375	6801	6309	6735	2.40e-82	296
PP901927.1	MK059953.1	87.585	5582	640	20	20	5591	4	5542	0.0	6420
PP901927.1	MK059953.1	79.727	439	65	18	6379	6805	6309	6735	2.39e-82	296
PP901926.1	MK059953.1	87.541	5506	601	46	1	5485	11	5452	0.0	6288
PP901926.1	MK059953.1	92.453	106	4	1	6623	6724	6629	6734	7.00e-38	148
OR690946.1	MK059953.1	96.429	476	17	0	1	476	4302	4777	0.0	785
OR690945.1	MK059953.1	96.429	476	17	0	1	476	4302	4777	0.0	785
OR690944.1	MK059953.1	83.795	469	72	4	1	467	4302	4768	1.98e-127	442
OR690943.1	MK059953.1	84.222	469	70	4	1	467	4302	4768	9.17e-131	453
OR690942.1	MK059953.1	84.076	471	70	3	1	470	4302	4768	1.19e-129	449
OR690941.1	MK059953.1	83.864	471	71	3	1	470	4302	4768	5.55e-128	444
OR690940.1	MK059953.1	83.579	475	71	5	1	473	4302	4771	7.18e-127	440
OR690939.1	MK059953.1	83.789	475	70	5	1	473	4302	4771	5.55e-128	444
OR690938.1	MK059953.1	82.737	475	75	5	1	473	4302	4771	1.21e-119	416
OR690937.1	MK059953.1	83.864	471	71	3	1	470	4302	4768	5.55e-128	444
OR690936.1	MK059953.1	84.289	471	69	3	1	470	4302	4768	2.56e-131	455
OR690935.1	MK059953.1	84.076	471	70	3	1	470	4302	4768	1.19e-129	449
OR690934.1	MK059953.1	83.864	471	71	3	1	470	4302	4768	1.19e-129	449
OR690933.1	MK059953.1	84.289	471	69	3	1	470	4302	4768	2.56e-131	455
OR690932.1	MK059953.1	84.501	471	68	3	1	470	4302	4768	5.51e-133	460
OR690931.1	MK059953.1	84.501	471	68	3	1	470	4302	4768	5.51e-133	460
OR670615.1	MK059953.1	95.676	555	24	0	1	555	4223	4777	0.0	893
OR670614.1	MK059953.1	96.226	477	18	0	1	477	4301	4777	0.0	782
OR670613.1	MK059953.1	96.653	478	16	0	1	478	4301	4778	0.0	795
OR670612.1	MK059953.1	83.893	596	89	5	1	594	4223	4813	1.83e-163	562
OR670611.1	MK059953.1	83.613	476	71	5	1	474	4301	4771	7.20e-127	440
OR670610.1	MK059953.1	83.824	476	70	5	1	474	4301	4771	1.55e-128	446
OR670609.1	MK059953.1	83.830	470	72	4	1	468	4301	4768	5.53e-128	444
OR670608.1	MK059953.1	84.106	604	92	4	1	602	4227	4828	5.14e-169	580
OR670607.1	MK059953.1	84.106	604	92	4	1	602	4227	4828	5.14e-169	580
OR670606.1	MK059953.1	84.534	472	68	3	1	471	4301	4768	1.54e-133	462
OR670605.1	MK059953.1	84.322	472	69	3	1	471	4301	4768	7.15e-132	457
OR670604.1	MK059953.1	85.246	549	76	3	1	548	4224	4768	6.30e-163	560
OR873548.1	MK059953.1	83.554	529	85	2	49	576	4341	4868	6.54e-143	494
OR873547.1	MK059953.1	83.743	529	84	2	49	576	4341	4868	1.41e-144	499
OR873546.1	MK059953.1	83.743	529	84	2	49	576	4341	4868	1.41e-144	499
OR873545.1	MK059953.1	81.786	571	97	4	1	569	4302	4867	3.03e-136	472
OR873544.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
OR873543.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
OR873542.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
OR873541.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
OR873540.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
OR873539.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
OR873538.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
OR873537.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
OR873536.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
OR873535.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
OR873534.1	MK059953.1	82.982	570	92	3	1	569	4302	4867	6.43e-148	510
OR873533.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
OR873532.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
OR873531.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
OR873530.1	MK059953.1	83.158	570	91	3	1	569	4302	4867	1.38e-149	516
